Region,Country,Measure Code,Measure,Currency Code,Amount (Local),Amount USD,Source,Post Date,Details
Other Economies,Argentina,03B,03B - Forbearance,ARS,,,Yale. https://som.yale.edu/faculty-research-centers/centers-initiatives/program-on-financial-stability/covid-19-crisis (accessed 27 April 2020).,7/27/2020,"No amount/estimate: (i) Extended maturities for debt issued under the Debt Regulatization Regime of Law No. 27,541 to small and medium-sized enterprises (SMEs) and micro-SMEs until June 30, 2020; (ii) Required financial institutions to automatically refinance unpaid credit card balances with a one-year term with 3 months grace, 9 equal and consecutive monthly installments and an annual nominal rate of 43%; (iii) Suspended punitive interest charges on unpaid balances of credits granted by financial entities, whose installments were due between April 1, 2020 and June 30, 2020."
Other Economies,Argentina,4,04 - Equity support,ARS,,,,7/27/2020,
Other Economies,Argentina,5,05 - Government support to income/revenue,ARS,1.48534E+11,2367075697,,7/27/2020,
Other Economies,Argentina,05A,05A - Health,ARS,6000000000,95617530,Yale. https://som.yale.edu/faculty-research-centers/centers-initiatives/program-on-financial-stability/covid-19-crisis (accessed 5 May 2020).,7/27/2020,"(i) Established Emergency Assistance Program for Work and Production for employers and workers affected by the health emergency; (ii) authorized ARS 6 billion to Argentine provinces to strengthen municipal health systems and finances; (iii) created an Emergency Family Income (IFE) to compensate the loss or serious decrease in the income of people linked to the informal sector; (iv) low-income monotributistas, and the workers and workers of private households affected by the health emergency; (v) implemented Universal Child Allowance (AUH) and Universal Pregnancy Allowance (AUE) payments, worth ARS3,103 per month for each child; (vi) increase in budget items for therapeutic communities, homes with coexistence and homes for care and community accompaniments; (vii) increased the monthly non-remunerative financial to temporary workers in the agricultural and agro-industrial sectors."
Other Economies,Argentina,05B,05B - Non-health,ARS,1.42534E+11,2271458167,"Argentine Government. https://www.argentina.gob.ar/noticias/guzman-y-de-pedro-firmaron-con-el-gobernador-de-mendoza-un-nuevo-acuerdo-del-fondo (accessed 03 Jul 2020). Argentine Government.  https://www.argentina.gob.ar/noticias/mas-de-300-millones-de-pesos-para-poner-en-marcha-el-programa-potenciar-trabajo-en-cordoba (accessed 03 July 2020). Yale. https://som.yale.edu/faculty-research-centers/centers-initiatives/program-on-financial-stability/covid-19-crisis (accessed 29 May 2020, 19 June 2020, 26, June). Official Bulletin of Argentina. https://www.boletinoficial.gob.ar/detalleAviso/primera/231883/20200708 (accessed 17 July 2020). Argentine Government. https://www.argentina.gob.ar/noticias/el-gobierno-nacional-firmo-acuerdos-de-asistencia-financiera-con-jujuy-la-rioja-tierra-0 (accessed 24 July 2020).",7/27/2020,"(i) Increased budget for public investment in road works, economic infrastructure, construction and renovation of houses, schools, kindergartens, and tourism by ARS100 billion; (ii) suspended fees and commissions for ATM operations (deposits, withdrawals, inquiries, etc.) through June 30, 2020; (iii) exempted the payment of employment contributions to sectors criticaly affected by the coronavirus pandemic; (iv) reinforced unemployment insurance; (v) ordered an extraordinary payment to the holders of the Food Card; (vi) May 1, established emergency economic assistance within the framework of the Self-Managed Work Program; (vii) May 1, declared that Emergency Family Income (IFE), Universal Child Allowance (AUH), and the Complementary Salary (SC) are not taxable as part of gross income; (viii) No amount/estimate: May 5, expanded the Emergency Assistance Program for Work and Production to cover more companies and activities; (ix) No amount/estimate: May 6, increased the benefits and number of beneficiaries; (x) No amount/estimate: May 11, updated the amounts of economic aid provided under the Job Insertion Program; (xi) No amount/estimate: May 12, required Banks to refund fees associated with the National Social Security Administration (ANSES) and Emergency Family Income (IFE) benefit; (x) May 14, ARS29 billion federal program which includes the construction of 5,500 new homes, the financing of 42,900 parts that include gas, electricity and sanitary infrastructure works, the granting of microcredits for the acquisition of construction materials and the carrying out of small-scale works, as well as the conditioning of community spaces in popular neighborhoods. Estimated to generate  750 thousand direct and indirect jobs between 2020 and 2021; (xi) No amount/estimate: May 18, announced an increase of 6.12% for all retirees and pensioners according to the scale of the pyramid, which brings the minimum retirement to 16,864 pesos and the maximum credit to 113,479 pesos, also includes increases in non-contributory pensions, the Universal Child Allowance, the Universal Pregnancy Allowance and the Family Allowances; (xii) May 22, ARS21 million for the acquisition of 70,000 new computers, within the framework of the federal connectivity program ""Juana Manso"" that carries out the educational portfolio; (xiii) No amount/estimate: June 5, ordered payment of 3 thousand pesos for those under the Empower Work Program and did not receive IFE; (xiv) No amount/estimate: June 9, national government extended the right to double compensation for individuals who are dismissed from their jobs without just cause; (xv) No amount/estimate: June 9, exempted temporarily from payment of income tax for overtime, guards and additional personnel of Health, Armed, and Security Forces and other activities related to the health emergency; (xvi) No amount/estimate: created assistance programs for individuals with disabilities affected by COVID-19; (xvii) June 12, ARS900 million, emergency measures to face the COVID-19 pandemic and its sanitary, economic and housing consequences; (xvii) No amount/estimate: June 18, extended until September 30 the suspension of the collection of all charges to operate in ATMs; (xix) No amount/estimate: June 22, increase of ARS3000 in the monthly non-contributory financial aid under Training and Employment Insurance; (xx) June 28, ARS1.9 billion grant to province of Mendoza under the the Trust Fund for Financial Development; (xxi) June 30, ARS313 million to launch the Program to Promote Work in the province of Cordova; (xxii) July 7, ARS4 billion budget for 2020 to support the reactivation and completion of National Housing Plan projects; [update] (xxiii) July 15, extended until October 2020 loan benefits under the Emergency Assistance to Work and Production (ATP) program for the performing arts sector; [update] (xxiv) July 16, ARS6.4 billion for the provinces of Jujuy, La Rioja, Tierra del Fuego, and Salta under the Trust Fund for Provincial Development (FFDP). [update]"
Other Economies,Argentina,6,06 - Budget reallocation,ARS,,,,7/27/2020,
Other Economies,Argentina,7,07 - Central bank financing government,ARS,,,,7/27/2020,
Other Economies,Argentina,07A,07A - Direct lending & reserve drawdown,ARS,,,,7/27/2020,
Other Economies,Argentina,07B,07B - Secondary purchase: government securities,ARS,,,,7/27/2020,
Other Economies,Argentina,8,08 - International Assistance Received,ARS,37650000000,600000000,,7/27/2020,
Other Economies,Argentina,08A,08A - Swaps,ARS,,,,7/27/2020,
Other Economies,Argentina,08B,08B - International loans/grants,ARS,37650000000,600000000,Yale. https://som.yale.edu/faculty-research-centers/centers-initiatives/program-on-financial-stability/covid-19-crisis (accessed 5 May 2020). Wall Street Journal. https://www.wsj.com/articles/argentina-moves-closer-to-sovereign-debt-default-amid-coronavirus-crisis-11590160035 (accessed 29 May 2020).,7/27/2020,"(i) May 3, instead of defaulting to its creditors, the government proposed a three-year grace period on sovereign debt, a 5.5% reduction in bond principal, and a 62% reduction in interest payments; (ii) May 22, Argentina went into technical default when the 30-day grace period expired on $500 million interest due on $65 billion owed to private creditors."
Other Economies,Argentina,08B1,08B1 - Asian Development Bank,ARS,,,,7/27/2020,
Other Economies,Argentina,08B2,08B2 - Other,ARS,37650000000,600000000,World Bank. https://www.worldbank.org/en/news/press-release/2020/03/25/banco-mundial-fortalece-apoyo-a-las-familias-mas-vulnerables-de-argentina (Accesed 27 April 2020). USAID. https://www.usaid.gov/news-information/coronavirus/fact-sheets/update-united-states-continues-lead-global-response-covid-19 (accessed 29 May 2020).,7/27/2020,"(i) World Bank Group approved a USD300 million operation to support Argentina’s efforts to strengthen its social protection system and minimize the impact of the crisis on the most vulnerable families through the ""Children and Youth Protection Project”; (ii) USD300 million from USAID in new MRA humanitarian assistance will support COVID-19 response efforts for refugees and host communities."
Other Economies,Argentina,9,09 - International Assistance Provided,ARS,,,,7/27/2020,
Other Economies,Argentina,09A,09A - Swaps,ARS,,,,7/27/2020,
Other Economies,Argentina,09B,09B - International loans/grants,ARS,,,,7/27/2020,
Other Economies,Argentina,10,10 - No breakdown,ARS,1.3562E+11,2161274900,Yale. https://som.yale.edu/faculty-research-centers/centers-initiatives/program-on-financial-stability/covid-19-crisis (accessed 27 April 2020).,7/27/2020,"(i) Created the Provincial Financial Emergency Program, which allocates ARS120 billion to provincial administrations from the National Treasury Contribution Fund and the Fund Trustee for Provincial Development aimed at sustaining provincial finances and meet the needs caused by the COVID-19 pandemic;  (ii) June 12, ARS120 million to create Trust Fund for Provincial Development, which provides financial assistance for the provinces; (iii) June 16, ARS13.6 billion, included the provinces of Córdoba, Santa Fe, Misiones and Santa Cruz in the Provincial Financial Emergency Program."
Other Economies,Argentina,11,11 - Other Economic Measures,ARS,,,"Yale. https://som.yale.edu/faculty-research-centers/centers-initiatives/program-on-financial-stability/covid-19-crisis (accessed 9 May 2020, 26 June 2020); IMF. https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19 (accessed 27 April 2020).",7/27/2020,"(i) Capital Flow Management Measures (CFMs) that were already in place since August 2019 have largely protected Argentina so far from the impact of capital outflows; (ii) Adopted anti-price gouging policies, including price controls for food and medical supplies and ringfencing of essential supplies, including certain export restrictions on medical supplies and equipment and centralization of the sale of essential medical supplies.; (iii) April 28, Ordered that the Common Investment Funds (FCI) in pesos must invest at least 75% of their assets in financial instruments and negotiable securities issued in the Argentine Republic; (iv) Extended deadline of filing financial statements for small and medium-sized corporations; (v) May 16, extended validity of Maximum Prices until June 20; (vi) May 18, suspended price increases mobile and fixed telephony, Internet and pay TV services until August 31; June 18, extended until end of the year ; (v) May 19, set the domestic price of a barrel of oil at USD45 with the objective of reactivating the national hydrocarbon industry, guaranteeing the continuity of jobs and promoting self-sufficiency; (vi) June 18, extended the suspension of the closure and disabling of bank accounts until December 31, 2020, inclusive."
